title,director,year,runtime,genres,strands,description,synopsis,languages,session_date,session_venue,session_time,film_url
The Blue Trail,Gabriel Mascaro,2025,86 mins,"Drama, Sci-Fi",Headliners,"Taking home the Berlinale Silver Bear Grand Jury Prize, this brightly coloured odyssey is a spirited rebuke to ageism.","In a futuristic yet hyper-bureaucratised Brazil, retirement has questionable consequences. On the one hand, 77-year-old Tereza is hailed as a ‘national living heritage’; on the other, she has been placed under the guardianship of her daughter, and will soon be forced to live in a colony for seniors. But Tereza has one rather big dream left: to fly on a plane before she’s shipped off and forgotten. Embarking on a fantastical journey through the Amazon, she encounters a blue drool-discharging snail with an ability to chart a person’s destiny, a shady boat captain and a sly new friend with secrets – and lessons – of her own.",Portuguese,24 Aug,The Capitol,7:00pm,https://miff.com.au/program/film/the-blue-trail
Les Rendez-vous d’Anna,Chantal Akerman,1978,127 mins,Drama,Chantal Akerman: Traces,"Beautifully restored in 4K, Akerman’s feature follow-up toJeanne Dielmanis an introspective portrait of a filmmaker on the road.","Paris-based Belgian director Anna (Aurore Clément,A Private Life, MIFF 2025) is on a solo promotional tour for her most recent film, travelling for three days across Germany, Belgium and France. In each chilly location, she meets someone to spend time with, as the camera follows along on their largely monologue-driven encounters. Moving from a one-night stand in Cologne to a run-in with an ex-fiancée’s mother at a station, a conversation on a train and an evening with a lover in Paris, Anna’s journey reaches its emotional crest in a night spent in a hotel room with her mother (Lea Massari) in Brussels – the interaction that proves the most revealing about her interior life, otherwise kept at a cool remove.",French,14 Aug,Kino 2,6:15pm,https://miff.com.au/program/film/les-rendez-vous-danna
House Divided,Danielle Baynes,2025,15 mins,Documentary,"Special Events, MIFF Online","Inspired by filmmaker siblings Danielle and Lachlan Baynes's own family story, House Divided explores the unique dynamic of intra-family footy rivalries.","For information about the accessible services being offered at MIFF, please visitmiff.com.au/access.
                            If you require any access service, such as wheelchair/step-free access, for any MIFF
                            session, please
                            call 03 8660 4888 or emailboxoffice@miff.com.auto book your ticket.",,12 Aug,ACMI 1,7:00pm,https://miff.com.au/program/film/house-divided
House Divided,Danielle Baynes,2025,15 mins,Documentary,"Special Events, MIFF Online","Inspired by filmmaker siblings Danielle and Lachlan Baynes's own family story, House Divided explores the unique dynamic of intra-family footy rivalries.","For information about the accessible services being offered at MIFF, please visitmiff.com.au/access.
                            If you require any access service, such as wheelchair/step-free access, for any MIFF
                            session, please
                            call 03 8660 4888 or emailboxoffice@miff.com.auto book your ticket.",,17 Aug,The Pivotonian Cinema Geelong,5:15pm,https://miff.com.au/program/film/house-divided
House Divided,Danielle Baynes,2025,15 mins,Documentary,"Special Events, MIFF Online","Inspired by filmmaker siblings Danielle and Lachlan Baynes's own family story, House Divided explores the unique dynamic of intra-family footy rivalries.","For information about the accessible services being offered at MIFF, please visitmiff.com.au/access.
                            If you require any access service, such as wheelchair/step-free access, for any MIFF
                            session, please
                            call 03 8660 4888 or emailboxoffice@miff.com.auto book your ticket.",,19 Aug,ACMI 1,8:45pm,https://miff.com.au/program/film/house-divided
House Divided,Danielle Baynes,2025,15 mins,Documentary,"Special Events, MIFF Online","Inspired by filmmaker siblings Danielle and Lachlan Baynes's own family story, House Divided explores the unique dynamic of intra-family footy rivalries.","For information about the accessible services being offered at MIFF, please visitmiff.com.au/access.
                            If you require any access service, such as wheelchair/step-free access, for any MIFF
                            session, please
                            call 03 8660 4888 or emailboxoffice@miff.com.auto book your ticket.",,24 Aug,MIFF Online (Streaming),11:00pm,https://miff.com.au/program/film/house-divided
Nightshift,Robina Rose,1981,75 mins,"Drama, Experimental",Restorations,"In this newly 4K-restored buried treasure of 1980s British cinema, a remarkable feminist filmmaker checks you in for one dreamy night in London’s lost punk underground.","Welcome to West London’s Portobello Hotel. Will you be setting fire to your room tonight? How about a petticoat pillow-fight? Share our cook’s cigarette break as she grumbles about fussy guests; then wander our decadently shabby corridors, where you can eavesdrop on a husband-hunting countess, rub shoulders with businessmen and punk rockers, and even watch a poet-magician ply his trade. As the city writhes in slumber, hum along to the vacuum cleaner’s soft drone, and let small night-shift rituals transport you into a sensuous fugue …",English,16 Aug,Kino 2,6:45pm,https://miff.com.au/program/film/nightshift
Zombucha!,Claudia Dzienny,2025,106 mins,"Comedy, Sci-Fi","Australian, Night Shift","Hoping to strike it rich with an organic beverage empire, a struggling couple inadvertently unleash a sentient killer kombucha.","After one particularly catastrophic day at their respective workplaces, busy professionals Maddie and Leo find themselves both unemployed. Dreaming of a fresh start but needing reliable income to support the family they hope to start together, the couple have a chance encounter with Kai, a smouldering kombucha artisan raking in the cash. Seeing dollar signs, Maddie and Leo swipe Kai’s kombucha culture to kickstart their own enterprise, but when they mix in some mysterious herbs from a neighbour’s garden, the culture gains sentience and proves deadly. With their relationship hanging by a thread, can Maddie and Leo unite to prevent a full-blown zombucha apocalypse?",English,21 Aug,ACMI 1,9:15pm,https://miff.com.au/program/film/zombucha
Zombucha!,Claudia Dzienny,2025,106 mins,"Comedy, Sci-Fi","Australian, Night Shift","Hoping to strike it rich with an organic beverage empire, a struggling couple inadvertently unleash a sentient killer kombucha.","After one particularly catastrophic day at their respective workplaces, busy professionals Maddie and Leo find themselves both unemployed. Dreaming of a fresh start but needing reliable income to support the family they hope to start together, the couple have a chance encounter with Kai, a smouldering kombucha artisan raking in the cash. Seeing dollar signs, Maddie and Leo swipe Kai’s kombucha culture to kickstart their own enterprise, but when they mix in some mysterious herbs from a neighbour’s garden, the culture gains sentience and proves deadly. With their relationship hanging by a thread, can Maddie and Leo unite to prevent a full-blown zombucha apocalypse?",English,23 Aug,ACMI 2,5:45pm,https://miff.com.au/program/film/zombucha
Twinless,James Sweeney,2025,100 mins,"Drama, Comedy",North America,Two young men meet in a twin bereavement support group and form an unlikely bromance.,"After meeting in a twin bereavement support group, Roman (Dylan O'Brien) and Dennis (James Sweeney) develop an unlikely bromance as they both search for solace and an identity without their better halves. They soon become inseparable, but old wounds reopen that will have permanent consequences for their friendship.",English,8 Aug,The Capitol,6:30pm,https://miff.com.au/program/film/twinless
Twinless,James Sweeney,2025,100 mins,"Drama, Comedy",North America,Two young men meet in a twin bereavement support group and form an unlikely bromance.,"After meeting in a twin bereavement support group, Roman (Dylan O'Brien) and Dennis (James Sweeney) develop an unlikely bromance as they both search for solace and an identity without their better halves. They soon become inseparable, but old wounds reopen that will have permanent consequences for their friendship.",English,17 Aug,ACMI 1,6:45pm,https://miff.com.au/program/film/twinless
